attribute_name,group,description
payment_status_170,payment,"Status attribute for payment, instance 170."
payment_late_fee_170,payment,"Late Fee attribute for payment, instance 170."
payment_escrow_amount_170,payment,"Escrow Amount attribute for payment, instance 170."
escrow_id_170,escrow,"Id attribute for escrow, instance 170."
escrow_type_170,escrow,"Type attribute for escrow, instance 170."
escrow_balance_170,escrow,"Balance attribute for escrow, instance 170."
escrow_taxes_due_170,escrow,"Taxes Due attribute for escrow, instance 170."
escrow_insurance_due_170,escrow,"Insurance Due attribute for escrow, instance 170."
escrow_last_payment_date_170,escrow,"Last Payment Date attribute for escrow, instance 170."
escrow_next_payment_due_170,escrow,"Next Payment Due attribute for escrow, instance 170."
regulatory_hmda_reporting_flag_170,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 170."
regulatory_compliance_status_170,regulatory,"Compliance Status attribute for regulatory, instance 170."
regulatory_regulator_notes_170,regulatory,"Regulator Notes attribute for regulatory, instance 170."
regulatory_fair_lending_score_170,regulatory,"Fair Lending Score attribute for regulatory, instance 170."
regulatory_audit_status_170,regulatory,"Audit Status attribute for regulatory, instance 170."
borrower_id_171,borrower,"Id attribute for borrower, instance 171."
borrower_first_name_171,borrower,"First Name attribute for borrower, instance 171."
borrower_last_name_171,borrower,"Last Name attribute for borrower, instance 171."
borrower_date_of_birth_171,borrower,"Date Of Birth attribute for borrower, instance 171."
borrower_ssn_171,borrower,"Ssn attribute for borrower, instance 171."
borrower_employment_status_171,borrower,"Employment Status attribute for borrower, instance 171."
borrower_annual_income_171,borrower,"Annual Income attribute for borrower, instance 171."
borrower_credit_score_171,borrower,"Credit Score attribute for borrower, instance 171."
borrower_marital_status_171,borrower,"Marital Status attribute for borrower, instance 171."
borrower_number_of_dependents_171,borrower,"Number Of Dependents attribute for borrower, instance 171."
borrower_residency_status_171,borrower,"Residency Status attribute for borrower, instance 171."
loan_id_171,loan,"Id attribute for loan, instance 171."
loan_type_171,loan,"Type attribute for loan, instance 171."
loan_amount_171,loan,"Amount attribute for loan, instance 171."
loan_term_years_171,loan,"Term Years attribute for loan, instance 171."
loan_interest_rate_171,loan,"Interest Rate attribute for loan, instance 171."
loan_origination_date_171,loan,"Origination Date attribute for loan, instance 171."
loan_maturity_date_171,loan,"Maturity Date attribute for loan, instance 171."
loan_status_171,loan,"Status attribute for loan, instance 171."
loan_ltv_ratio_171,loan,"Ltv Ratio attribute for loan, instance 171."
loan_dti_ratio_171,loan,"Dti Ratio attribute for loan, instance 171."
loan_amortization_type_171,loan,"Amortization Type attribute for loan, instance 171."
property_id_171,property,"Id attribute for property, instance 171."
property_address_line1_171,property,"Address Line1 attribute for property, instance 171."
property_address_line2_171,property,"Address Line2 attribute for property, instance 171."
property_city_171,property,"City attribute for property, instance 171."
property_state_171,property,"State attribute for property, instance 171."
property_postal_code_171,property,"Postal Code attribute for property, instance 171."
property_country_171,property,"Country attribute for property, instance 171."
property_property_type_171,property,"Property Type attribute for property, instance 171."
property_year_built_171,property,"Year Built attribute for property, instance 171."
property_purchase_price_171,property,"Purchase Price attribute for property, instance 171."
property_appraised_value_171,property,"Appraised Value attribute for property, instance 171."
property_square_feet_171,property,"Square Feet attribute for property, instance 171."
property_lot_size_171,property,"Lot Size attribute for property, instance 171."
property_num_bedrooms_171,property,"Num Bedrooms attribute for property, instance 171."
property_num_bathrooms_171,property,"Num Bathrooms attribute for property, instance 171."
payment_id_171,payment,"Id attribute for payment, instance 171."
payment_due_date_171,payment,"Due Date attribute for payment, instance 171."
payment_amount_due_171,payment,"Amount Due attribute for payment, instance 171."
payment_amount_paid_171,payment,"Amount Paid attribute for payment, instance 171."
payment_payment_date_171,payment,"Payment Date attribute for payment, instance 171."
payment_payment_method_171,payment,"Payment Method attribute for payment, instance 171."
payment_status_171,payment,"Status attribute for payment, instance 171."
payment_late_fee_171,payment,"Late Fee attribute for payment, instance 171."
payment_escrow_amount_171,payment,"Escrow Amount attribute for payment, instance 171."
escrow_id_171,escrow,"Id attribute for escrow, instance 171."
escrow_type_171,escrow,"Type attribute for escrow, instance 171."
escrow_balance_171,escrow,"Balance attribute for escrow, instance 171."
escrow_taxes_due_171,escrow,"Taxes Due attribute for escrow, instance 171."
escrow_insurance_due_171,escrow,"Insurance Due attribute for escrow, instance 171."
escrow_last_payment_date_171,escrow,"Last Payment Date attribute for escrow, instance 171."
escrow_next_payment_due_171,escrow,"Next Payment Due attribute for escrow, instance 171."
regulatory_hmda_reporting_flag_171,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 171."
regulatory_compliance_status_171,regulatory,"Compliance Status attribute for regulatory, instance 171."
regulatory_regulator_notes_171,regulatory,"Regulator Notes attribute for regulatory, instance 171."
regulatory_fair_lending_score_171,regulatory,"Fair Lending Score attribute for regulatory, instance 171."
regulatory_audit_status_171,regulatory,"Audit Status attribute for regulatory, instance 171."
borrower_id_172,borrower,"Id attribute for borrower, instance 172."
borrower_first_name_172,borrower,"First Name attribute for borrower, instance 172."
borrower_last_name_172,borrower,"Last Name attribute for borrower, instance 172."
borrower_date_of_birth_172,borrower,"Date Of Birth attribute for borrower, instance 172."
borrower_ssn_172,borrower,"Ssn attribute for borrower, instance 172."
borrower_employment_status_172,borrower,"Employment Status attribute for borrower, instance 172."
borrower_annual_income_172,borrower,"Annual Income attribute for borrower, instance 172."
borrower_credit_score_172,borrower,"Credit Score attribute for borrower, instance 172."
borrower_marital_status_172,borrower,"Marital Status attribute for borrower, instance 172."
borrower_number_of_dependents_172,borrower,"Number Of Dependents attribute for borrower, instance 172."
borrower_residency_status_172,borrower,"Residency Status attribute for borrower, instance 172."
loan_id_172,loan,"Id attribute for loan, instance 172."
loan_type_172,loan,"Type attribute for loan, instance 172."
loan_amount_172,loan,"Amount attribute for loan, instance 172."
loan_term_years_172,loan,"Term Years attribute for loan, instance 172."
loan_interest_rate_172,loan,"Interest Rate attribute for loan, instance 172."
loan_origination_date_172,loan,"Origination Date attribute for loan, instance 172."
loan_maturity_date_172,loan,"Maturity Date attribute for loan, instance 172."
loan_status_172,loan,"Status attribute for loan, instance 172."
loan_ltv_ratio_172,loan,"Ltv Ratio attribute for loan, instance 172."
loan_dti_ratio_172,loan,"Dti Ratio attribute for loan, instance 172."
loan_amortization_type_172,loan,"Amortization Type attribute for loan, instance 172."
property_id_172,property,"Id attribute for property, instance 172."
property_address_line1_172,property,"Address Line1 attribute for property, instance 172."
property_address_line2_172,property,"Address Line2 attribute for property, instance 172."
property_city_172,property,"City attribute for property, instance 172."
property_state_172,property,"State attribute for property, instance 172."
property_postal_code_172,property,"Postal Code attribute for property, instance 172."
property_country_172,property,"Country attribute for property, instance 172."
property_property_type_172,property,"Property Type attribute for property, instance 172."
property_year_built_172,property,"Year Built attribute for property, instance 172."
property_purchase_price_172,property,"Purchase Price attribute for property, instance 172."
property_appraised_value_172,property,"Appraised Value attribute for property, instance 172."
property_square_feet_172,property,"Square Feet attribute for property, instance 172."
property_lot_size_172,property,"Lot Size attribute for property, instance 172."
property_num_bedrooms_172,property,"Num Bedrooms attribute for property, instance 172."
property_num_bathrooms_172,property,"Num Bathrooms attribute for property, instance 172."
payment_id_172,payment,"Id attribute for payment, instance 172."
payment_due_date_172,payment,"Due Date attribute for payment, instance 172."
payment_amount_due_172,payment,"Amount Due attribute for payment, instance 172."
payment_amount_paid_172,payment,"Amount Paid attribute for payment, instance 172."
payment_payment_date_172,payment,"Payment Date attribute for payment, instance 172."
